# Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
15,friday,adult,male,elementary,employee,experienced,car,owner,unknown,no,rural,twoway broken lines,escarpment,no junction,asphalt,dry,daylight,normal,vehicle,4,5,straight,unknown,unknown,unknown,unknown,other,normal,none,priority violation,slight
3,saturday,minor,male,junior high,employee,experienced,bus,owner,used,no,rural,twoway broken lines,tangent mountain,no junction,asphalt,dry,lights,normal,vehicle,2,3,backward,unknown,unknown,unknown,unknown,self-employed,normal,none,backward,fatal
4,friday,young,male,junior high,employee,veteran,unknown,owner,used,no,office,undivided,tangent mountain,unknown,asphalt,dry,lights,normal,vehicle,2,2,straight,passenger,male,senior,3,unknown,unknown,none,lane change left,slight
4,friday,young,male,junior high,employee,experienced,truck,owner,used,no,rural,undivided,tangent mountain,unknown,asphalt,dry,daylight,normal,vehicle,1,1,straight,driver,male,adult,3,student,normal,none,rollover,slight
4,friday,young,male,junior high,employee,veteran,truck,owner,unknown,no,rural,undivided,tangent mountain,unknown,asphalt,wet,daylight,raining,vehicle,2,1,straight,unknown,unknown,unknown,unknown,other,normal,none,distance,slight
4,friday,young,male,elementary,employee,novice,bus,owner,used,no,rural,undivided,tangent flat,unknown,asphalt,wet,daylight,raining,vehicle,2,1,straight,driver,male,adult,3,driver,normal,none,careless,slight
15,saturday,young,male,elementary,employee,experienced,truck,owner,unknown,no,office,undivided,tangent flat,unknown,asphalt,dry,lights,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,other,normal,none,distance,slight
8,friday,minor,male,elementary,employee,junior,truck,owner,unknown,no,recreational,undivided,tangent flat,unknown,asphalt,dry,lights,normal,vehicle,2,1,straight,driver,male,young,3,driver,normal,none,lane change left,slight
0,sunday,young,male,elementary,employee,experienced,bus,owner,aged,no,office,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,other,normal,none,pedestrian violation,slight
0,sunday,adult,male,elementary,employee,experienced,bus,owner,used,no,other,twoway broken lines,tangent grade,unknown,asphalt,dry,daylight,normal,vehicle,2,1,exiting,unknown,unknown,unknown,unknown,unknown,normal,none,distance,slight
0,sunday,adult,male,elementary,employee,intermediate,car,owner,aged,no,residential,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,3,straight,driver,male,young,3,driver,normal,none,distance,serious
0,sunday,young,male,elementary,employee,experienced,pickup,owner,aged,no,residential,other,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,3,straight,driver,female,young,3,driver,normal,none,lane change left,serious
0,sunday,young,male,unknown,unknown,experienced,car,owner,unknown,no,residential,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,3,rollover,unknown,unknown,unknown,unknown,self-employed,normal,none,distance,serious
15,saturday,unknown,male,junior high,employee,veteran,other,owner,aged,no,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,3,backward,unknown,unknown,unknown,unknown,unknown,unknown,none,lane change left,serious
15,saturday,adult,male,junior high,employee,veteran,unknown,owner,unknown,no,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,1,1,straight,driver,male,adult,3,unknown,unknown,none,distance,slight
15,saturday,adult,male,elementary,employee,novice,car,owner,unknown,unknown,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,roadside object,3,2,backward,passenger,female,adult,3,employee,normal,none,distance,slight
16,saturday,minor,male,elementary,employee,experienced,car,owner,aged,unknown,other,other,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,2,straight,unknown,unknown,unknown,unknown,driver,normal,none,distance,slight
16,saturday,minor,male,elementary,owner,experienced,pickup,owner,old,unknown,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,pedestrian,3,2,unknown,driver,female,adult,3,other,normal,none,lane change left,slight
1,friday,minor,male,elementary,employee,intermediate,truck,owner,new,unknown,church,other,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,passenger,female,senior,3,driver,normal,none,lane change right,slight
1,friday,adult,male,elementary,employee,veteran,car,owner,unknown,no,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,roadside object,2,1,unknown,pedestrian,female,young,3,driver,normal,none,backward,slight
19,monday,senior,male,elementary,employee,intermediate,unknown,owner,unknown,unknown,other,oneway,tangent flat,unknown,asphalt,dry,lights,normal,vehicle,3,3,straight,unknown,unknown,unknown,unknown,driver,normal,none,lane change right,slight
19,monday,adult,male,junior high,employee,veteran,truck,owner,unknown,unknown,office,double carriageway,tangent flat,unknown,asphalt,dry,lights,normal,vehicle,3,3,unknown,driver,male,minor,3,driver,normal,none,distance,slight
19,monday,adult,female,junior high,employee,novice,truck,owner,unknown,unknown,office,oneway,tangent grade,unknown,asphalt,dry,lights,normal,vehicle,3,3,straight,driver,male,young,3,driver,normal,none,overtaking,slight
19,tuesday,young,male,junior high,employee,intermediate,truck,owner,unknown,unknown,office,undivided,tangent flat,unknown,asphalt,dry,lights,normal,vehicle,3,3,straight,unknown,unknown,unknown,unknown,driver,normal,none,other,slight
19,tuesday,young,male,elementary,employee,experienced,pickup,owner,unknown,no,office,double carriageway,tangent flat,unknown,asphalt,dry,lights,normal,vehicle,3,3,straight,unknown,unknown,unknown,unknown,driver,normal,none,other,slight
17,saturday,senior,male,elementary,employee,experienced,pickup,owner,unknown,unknown,unknown,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,rollover,2,3,straight,driver,male,young,3,driver,normal,none,lane change right,slight
17,saturday,young,male,elementary,employee,junior,car,owner,new,unknown,office,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,roadside object,2,3,straight,passenger,male,minor,3,unknown,normal,none,pedestrian violation,slight
21,sunday,adult,male,elementary,employee,unknown,other,owner,unknown,unknown,other,unknown,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,3,other,passenger,male,minor,3,unknown,normal,none,priority violation,slight
21,sunday,adult,male,junior high,employee,junior,unknown,owner,unknown,unknown,other,double carriageway,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,3,other,driver,male,senior,3,unknown,normal,none,lane change left,slight
14,monday,senior,male,unknown,employee,experienced,car,governmental,unknown,unknown,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,roadside object,2,1,straight,driver,male,young,3,unknown,normal,none,lane change left,slight
14,monday,senior,male,elementary,owner,junior,car,owner,unknown,unknown,office,unknown,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,passenger,female,adult,3,unknown,normal,none,overtaking,slight
14,monday,young,male,junior high,employee,experienced,bus,owner,unknown,unknown,office,unknown,tangent flat,unknown,asphalt,dry,daylight,cloudy,vehicle,2,1,exiting,driver,male,adult,2,unknown,normal,none,distance,slight
17,sunday,adult,female,junior high,employee,intermediate,truck,owner,unknown,unknown,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,cloudy,vehicle,2,1,straight,unknown,unknown,unknown,unknown,unknown,normal,none,priority violation,slight
17,sunday,senior,male,junior high,employee,intermediate,bus,governmental,unknown,no,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,2,straight,driver,male,young,3,unknown,normal,none,lane change right,slight
21,saturday,young,male,junior high,employee,experienced,unknown,owner,used,unknown,church,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,2,straight,unknown,unknown,unknown,unknown,driver,unknown,none,lane change left,slight
21,saturday,young,male,junior high,owner,novice,unknown,governmental,unknown,unknown,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,young,3,driver,unknown,none,distance,slight
7,tuesday,young,male,high school,employee,novice,car,governmental,unknown,unknown,residential,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,pedestrian,2,1,straight,pedestrian,male,adult,3,driver,normal,nearside crossing blocked,careless,slight
7,tuesday,adult,male,junior high,employee,unknown,car,owner,unknown,unknown,school,twoway broken lines,tangent flat,unknown,asphalt,dry,lights,normal,vehicle,2,1,exiting,pedestrian,female,young,3,driver,normal,none,pedestrian violation,slight
10,wednesday,adult,male,junior high,employee,novice,truck,owner,unknown,unknown,office,undivided,tangent flat,unknown,asphalt,dry,lights,normal,roadside object,2,1,straight,pedestrian,female,minor,3,driver,normal,none,careless,slight
13,wednesday,adult,male,junior high,employee,intermediate,car,owner,old,unknown,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,2,straight,unknown,unknown,unknown,unknown,unknown,normal,none,backward,slight
13,wednesday,adult,male,junior high,employee,intermediate,bus,owner,unknown,unknown,other,double carriageway,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,2,other,driver,male,adult,3,driver,normal,none,distance,slight
13,wednesday,adult,female,junior high,employee,experienced,car,governmental,unknown,no,other,double carriageway,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,2,straight,driver,male,adult,3,driver,normal,none,distance,slight
11,thursday,young,male,elementary,employee,experienced,bus,owner,old,no,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,straight,driver,female,adult,3,self-employed,normal,none,distance,slight
11,thursday,young,male,unknown,owner,experienced,truck,owner,unknown,no,office,double carriageway,tangent grade,unknown,asphalt,dry,daylight,normal,vehicle,3,1,straight,passenger,female,adult,3,driver,normal,none,lane change left,slight
19,wednesday,young,male,junior high,employee,experienced,car,owner,unknown,unknown,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,straight,driver,male,young,3,driver,normal,none,lane change left,slight
19,wednesday,young,male,junior high,owner,experienced,truck,owner,unknown,unknown,office,unknown,tangent grade,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,pedestrian,male,adult,3,self-employed,normal,offside crossing blocked,backward,slight
9,friday,adult,male,illiterate,employee,intermediate,bus,owner,unknown,unknown,office,unknown,tangent grade,unknown,asphalt,dry,daylight,normal,vehicle,2,1,backward,unknown,unknown,unknown,unknown,unknown,unknown,none,lane change right,slight
9,friday,young,male,junior high,employee,experienced,bus,owner,unknown,unknown,office,oneway,tangent flat,unknown,asphalt,wet,daylight,raining,vehicle,1,1,other,driver,male,young,3,driver,normal,none,priority violation,slight
14,wednesday,young,male,junior high,employee,novice,unknown,unknown,unknown,unknown,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,roadside object,2,1,straight,driver,female,young,3,other,normal,none,backward,slight
14,wednesday,senior,male,junior high,employee,junior,truck,owner,unknown,unknown,office,unknown,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,careless,slight
14,friday,adult,male,elementary,employee,intermediate,truck,owner,old,unknown,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,roadside object,2,1,straight,driver,male,minor,3,self-employed,normal,none,careless,slight
14,friday,adult,male,elementary,employee,intermediate,truck,owner,unknown,no,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,passenger,female,young,3,driver,normal,none,drugs,slight
22,tuesday,unknown,male,elementary,employee,experienced,truck,unknown,used,no,residential,twoway broken lines,tangent flat,unknown,asphalt,wet,daylight,raining,vehicle,1,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,pedestrian violation,serious
22,tuesday,senior,male,junior high,employee,experienced,bus,owner,unknown,no,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,unknown,2,1,straight,pedestrian,female,adult,3,unknown,unknown,nearside crossing blocked,priority violation,slight
7,thursday,adult,male,junior high,employee,veteran,car,governmental,unknown,no,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,2,straight,pedestrian,female,young,3,driver,normal,none,backward,slight
7,thursday,young,male,junior high,employee,veteran,unknown,owner,old,unknown,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,2,straight,driver,male,senior,3,unknown,unknown,none,careless,slight
7,thursday,adult,unknown,junior high,owner,veteran,car,owner,unknown,unknown,industrial,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,2,backward,unknown,unknown,unknown,unknown,unknown,unknown,none,priority violation,slight
8,wednesday,adult,male,junior high,employee,unknown,unknown,owner,old,unknown,industrial,undivided,tangent flat,unknown,asphalt,wet,daylight,raining,pedestrian,2,1,backward,unknown,unknown,unknown,unknown,driver,normal,none,lane change right,slight
8,wednesday,adult,female,junior high,employee,experienced,truck,owner,unknown,no,church,double carriageway,tangent flat,unknown,asphalt,wet,daylight,raining,roadside object,2,1,rollover,driver,male,young,3,driver,normal,none,lane change left,slight
16,tuesday,senior,male,junior high,employee,intermediate,car,owner,unknown,no,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,unknown,2,1,other,passenger,male,senior,3,student,normal,none,priority violation,serious
22,friday,young,male,elementary,employee,experienced,car,owner,aged,unknown,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,other,passenger,female,adult,2,unknown,unknown,none,careless,serious
22,friday,young,male,junior high,employee,intermediate,truck,owner,unknown,no,office,undivided,tangent flat,unknown,asphalt,wet,daylight,normal,unknown,2,1,straight,driver,male,young,3,unknown,unknown,none,backward,slight
22,friday,young,male,high school,owner,experienced,car,owner,unknown,no,office,undivided,tangent flat,unknown,asphalt,wet,daylight,normal,unknown,2,1,straight,unknown,unknown,unknown,unknown,unknown,normal,none,distance,slight
3,saturday,young,female,junior high,employee,intermediate,car,owner,unknown,no,industrial,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,other,pedestrian,male,young,3,driver,normal,offside crossing blocked,lane change left,slight
9,tuesday,senior,male,elementary,employee,intermediate,car,owner,unknown,no,office,undivided,tangent flat,unknown,gravel,dry,daylight,normal,vehicle,2,1,straight,pedestrian,male,young,3,unknown,unknown,offside crossing blocked,distance,serious
9,tuesday,unknown,male,high school,owner,veteran,unknown,owner,unknown,no,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,roadside object,2,1,backward,unknown,unknown,unknown,unknown,unknown,unknown,none,lane change left,serious
9,tuesday,unknown,male,elementary,employee,junior,unknown,owner,unknown,unknown,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,roadside object,1,2,other,driver,male,young,3,unknown,unknown,none,careless,serious
9,tuesday,unknown,male,junior high,employee,veteran,car,owner,unknown,no,residential,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,1,2,rollover,unknown,unknown,unknown,unknown,unknown,unknown,none,lane change left,serious
9,tuesday,unknown,male,junior high,owner,experienced,unknown,organization,unknown,unknown,residential,other,tangent flat,unknown,asphalt,wet,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,lane change right,slight
7,thursday,minor,male,higher education,employee,experienced,car,owner,unknown,unknown,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,2,straight,driver,male,minor,3,driver,normal,none,distance,serious
7,thursday,young,male,junior high,employee,experienced,bus,unknown,unknown,unknown,church,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,2,straight,driver,male,adult,3,other,normal,none,lane violation,serious
20,tuesday,young,female,junior high,employee,veteran,bus,organization,old,unknown,residential,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,rollover,2,2,straight,unknown,unknown,unknown,unknown,driver,normal,none,distance,serious
20,tuesday,young,male,junior high,employee,junior,truck,owner,aged,unknown,school,other,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,1,1,straight,driver,female,young,3,unknown,unknown,none,overtaking,serious
17,tuesday,young,male,junior high,employee,intermediate,car,owner,old,unknown,hospital,other,downhill,unknown,dirt,wet,daylight,normal,roadside object,3,4,straight,unknown,unknown,unknown,unknown,driver,normal,none,drugs,slight
17,tuesday,adult,male,junior high,employee,novice,horse,owner,used,unknown,other,undivided,tangent flat,unknown,asphalt,wet,daylight,normal,pedestrian,3,4,straight,driver,male,adult,3,driver,normal,none,pedestrian violation,slight
17,tuesday,adult,male,junior high,employee,veteran,car,owner,unknown,unknown,school,double carriageway,tangent flat,unknown,unknown,wet,daylight,normal,vehicle,3,4,straight,unknown,unknown,unknown,unknown,unemployed,normal,none,backward,slight
15,saturday,unknown,male,junior high,employee,junior,car,owner,aged,no,other,other,tangent flat,unknown,unknown,wet,daylight,normal,vehicle,3,4,other,pedestrian,male,senior,3,driver,normal,none,lane change right,slight
15,saturday,young,male,higher education,employee,experienced,car,owner,old,unknown,industrial,undivided,tangent flat,unknown,asphalt,wet,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,lane change left,slight
9,saturday,young,male,junior high,employee,experienced,other,owner,unknown,no,church,twoway broken lines,tangent flat,unknown,dirt,wet,daylight,normal,vehicle,2,1,straight,driver,male,adult,3,driver,normal,none,lane change right,slight
9,saturday,senior,female,elementary,owner,novice,car,owner,unknown,no,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,other,vehicle,2,1,backward,unknown,unknown,unknown,unknown,driver,normal,none,drugs,slight
9,saturday,adult,male,unknown,unknown,unknown,car,owner,unknown,no,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,other,vehicle,2,1,straight,driver,male,young,3,employee,normal,none,priority violation,slight
11,monday,young,male,junior high,employee,veteran,car,owner,unknown,no,office,double carriageway,tangent flat,unknown,dirt,wet,daylight,other,vehicle,2,3,backward,passenger,male,adult,3,driver,normal,none,priority violation,slight
11,monday,senior,male,junior high,unknown,unknown,car,owner,unknown,no,office,double carriageway,tangent flat,unknown,asphalt,wet,daylight,other,roadside object,2,3,other,passenger,male,minor,3,self-employed,normal,none,lane change left,slight
13,friday,unknown,male,junior high,employee,junior,bus,governmental,unknown,no,office,double carriageway,tangent flat,unknown,asphalt,wet,daylight,other,rollover,2,3,straight,driver,male,minor,3,driver,normal,none,lane change right,slight
13,friday,young,male,junior high,owner,intermediate,unknown,owner,unknown,no,residential,double carriageway,tangent flat,unknown,asphalt,wet,daylight,other,vehicle,2,3,backward,passenger,female,minor,3,driver,normal,none,lane change right,slight
15,thursday,young,male,unknown,employee,unknown,car,owner,unknown,no,office,double carriageway,tangent flat,unknown,asphalt,dry,daylight,normal,pedestrian,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,lane change left,serious
15,thursday,young,male,junior high,employee,veteran,truck,owner,used,unknown,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,other,driver,female,young,3,driver,normal,none,lane change left,serious
15,thursday,adult,male,junior high,owner,intermediate,unknown,owner,used,unknown,industrial,oneway,unknown,unknown,asphalt,dry,daylight,normal,vehicle,1,1,other,unknown,unknown,unknown,unknown,unknown,unknown,none,improper exit,serious
10,thursday,adult,male,junior high,employee,experienced,bus,owner,unknown,no,other,oneway,tangent flat,unknown,asphalt,dry,daylight,normal,pedestrian,3,1,other,driver,male,adult,3,unknown,unknown,none,overtaking,slight
10,thursday,adult,male,junior high,employee,intermediate,unknown,owner,unknown,no,office,double carriageway,tangent flat,unknown,asphalt,dry,daylight,normal,pedestrian,3,1,stopping,unknown,unknown,unknown,unknown,unknown,normal,none,lane change left,slight
15,thursday,young,male,junior high,employee,junior,bus,governmental,unknown,unknown,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,other,unknown,unknown,unknown,unknown,driver,normal,none,drugs,slight
15,thursday,young,male,junior high,employee,experienced,bus,governmental,unknown,no,unknown,double carriageway,tangent flat,unknown,asphalt,wet,daylight,raining,vehicle,2,2,other,driver,male,young,3,driver,normal,none,careless,slight
18,thursday,young,male,junior high,employee,intermediate,car,owner,unknown,unknown,other,unknown,tangent flat,unknown,asphalt,wet,daylight,raining,vehicle,2,2,other,driver,female,senior,3,driver,normal,none,backward,slight
3,monday,young,male,elementary,employee,experienced,unknown,owner,unknown,unknown,office,double carriageway,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,distance,slight
3,monday,young,male,higher education,owner,experienced,car,owner,unknown,no,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,passenger,female,young,2,driver,normal,none,priority violation,slight
3,monday,young,male,junior high,employee,intermediate,truck,owner,old,unknown,office,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,roadside object,3,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,rollover,slight
17,sunday,adult,male,junior high,employee,intermediate,bus,owner,unknown,unknown,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,straight,passenger,male,senior,3,employee,normal,none,lane change left,slight
17,sunday,young,male,junior high,employee,intermediate,truck,owner,unknown,no,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,straight,unknown,unknown,unknown,unknown,unknown,normal,none,distance,slight
17,sunday,young,male,junior high,employee,experienced,car,owner,unknown,no,recreational,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,1,1,straight,driver,male,young,3,driver,normal,none,backward,slight
17,sunday,young,male,junior high,employee,junior,car,owner,unknown,no,church,undivided,tangent flat,unknown,asphalt,dry,lights,normal,vehicle,4,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,priority violation,slight
19,friday,adult,male,junior high,owner,intermediate,car,other,recent,no,recreational,other,tangent flat,unknown,asphalt,dry,lights,normal,vehicle,4,1,straight,driver,male,young,3,self-employed,normal,none,priority violation,slight
10,thursday,adult,male,high school,owner,intermediate,threewheeler,owner,old,no,school,other,tangent flat,unknown,asphalt,dry,lights,normal,vehicle,4,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,distance,slight
10,thursday,senior,male,unknown,employee,unknown,bus,owner,unknown,no,church,double carriageway,tangent flat,unknown,asphalt,dry,lights,normal,vehicle,4,1,straight,driver,male,young,3,self-employed,normal,none,distance,slight
9,friday,minor,male,junior high,owner,junior,truck,owner,old,unknown,office,unknown,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,3,straight,driver,male,adult,3,unknown,unknown,none,overtaking,slight
9,friday,young,male,junior high,unknown,novice,unknown,owner,used,unknown,residential,oneway,downhill,unknown,asphalt,dry,daylight,normal,vehicle,3,3,backward,unknown,unknown,unknown,unknown,self-employed,normal,none,drugs,slight
16,monday,young,male,high school,employee,junior,unknown,owner,unknown,no,other,oneway,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,3,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,lane change right,slight
16,monday,young,male,higher education,employee,junior,car,owner,unknown,no,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,other,driver,male,adult,3,unknown,unknown,none,lane change left,slight
19,thursday,young,male,junior high,employee,veteran,truck,governmental,recent,no,industrial,oneway,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,unknown,driver,female,adult,3,self-employed,normal,none,careless,slight
16,wednesday,young,male,high school,employee,junior,truck,governmental,recent,no,church,other,downhill,unknown,asphalt,dry,daylight,normal,vehicle,2,1,exiting,unknown,unknown,unknown,unknown,employee,normal,none,backward,slight
12,wednesday,adult,male,junior high,employee,intermediate,pickup,organization,recent,no,office,other,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,other,normal,none,backward,slight
19,friday,adult,male,higher education,other,intermediate,truck,owner,unknown,no,office,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,adult,3,employee,normal,none,lane change right,slight
19,friday,young,male,high school,employee,veteran,car,owner,unknown,unknown,office,double carriageway,tangent flat,unknown,asphalt,dry,daylight,normal,roadside object,2,1,straight,pedestrian,female,young,3,unknown,unknown,none,priority violation,slight
17,saturday,young,male,elementary,employee,experienced,other,owner,used,unknown,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,straight,pedestrian,male,young,2,employee,normal,none,high speed,slight
17,saturday,senior,male,high school,employee,junior,other,owner,unknown,unknown,office,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,rollover,pedestrian,female,senior,2,unknown,unknown,none,drugs,slight
17,saturday,senior,male,high school,employee,experienced,truck,owner,unknown,no,other,double carriageway,tangent flat,unknown,gravel,dry,daylight,normal,vehicle,1,1,junction,pedestrian,female,adult,3,employee,normal,nearside crossing blocked,lane change right,serious
18,tuesday,young,male,high school,employee,intermediate,unknown,owner,aged,no,industrial,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,junction,unknown,unknown,unknown,unknown,employee,normal,none,careless,slight
18,tuesday,young,male,junior high,employee,junior,car,owner,unknown,no,residential,other,tangent flat,unknown,asphalt,dry,daylight,normal,pedestrian,2,1,junction,driver,male,adult,3,employee,normal,none,distance,slight
15,thursday,adult,male,higher education,employee,veteran,truck,owner,unknown,no,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,junction,driver,male,adult,3,driver,normal,none,lane change left,slight
14,sunday,minor,male,higher education,employee,intermediate,other,owner,old,unknown,other,oneway,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,other,unknown,unknown,unknown,unknown,driver,normal,none,distance,slight
17,friday,adult,male,elementary,employee,experienced,truck,owner,recent,no,other,oneway,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,junction,driver,female,young,3,student,normal,none,distance,slight
17,friday,adult,male,elementary,employee,junior,car,owner,unknown,unknown,other,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,1,1,rollover,unknown,unknown,unknown,unknown,driver,normal,none,improper exit,slight
17,friday,adult,male,junior high,employee,unknown,pickup,unknown,unknown,unknown,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,2,1,junction,unknown,unknown,unknown,unknown,self-employed,normal,none,overtaking,slight
17,sunday,senior,male,unknown,unknown,unknown,truck,governmental,new,no,residential,other,downhill,unknown,asphalt,dry,daylight,normal,vehicle,2,1,junction,driver,male,young,3,unknown,unknown,none,careless,slight
17,sunday,minor,male,elementary,employee,experienced,bus,owner,unknown,no,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,1,2,junction,pedestrian,female,young,3,unknown,unknown,unknown,drugs,serious
16,monday,young,male,junior high,employee,intermediate,truck,owner,unknown,unknown,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,1,2,junction,unknown,unknown,unknown,unknown,driver,normal,none,backward,serious
16,monday,adult,male,junior high,employee,experienced,car,owner,unknown,no,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,pedestrian,3,1,junction,driver,male,adult,3,driver,normal,none,rollover,slight
16,monday,young,male,high school,employee,intermediate,car,owner,aged,no,other,oneway,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,other,unknown,unknown,unknown,unknown,driver,normal,none,drugs,slight
9,thursday,young,male,junior high,employee,junior,other,owner,unknown,no,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,1,straight,pedestrian,male,adult,3,driver,normal,none,lane change right,slight
